,Gene,Ensembl,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,TAU score - Tissue,TAU score - Blood,TAU score - Brain,TAU score - Single Cell Type,TAU score - Single nuclei brain
0,ZNF829,ENSG00000185869,Tissue enriched,Detected in many,5,{'testis': '10.1'},Group enriched,Detected in many,14,"{'Early spermatids': '266.7', 'Late spermatids': '108.7'}",Low cell type specificity,Detected in all,,,0.68,0.39,0.16,0.78,0.29
0,ZNF83,ENSG00000167766,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Granulosa cells': '96.6'},Low cell type specificity,Detected in all,,,0.25,0.25,0.20,0.35,0.16
0,ZNF830,ENSG00000198783,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.20,0.25,0.14,0.25,0.26
0,ZNF831,ENSG00000124203,Tissue enhanced,Detected in some,,{'lymphoid tissue': '6.0'},Cell type enhanced,Detected in some,,"{'Excitatory neurons': '18.9', 'Lymphatic endothelial cells': '10.4', 'NK-cells': '29.4', 'T-cells': '54.4'}",Cell type enhanced,Detected in many,,{'leukocyte': '222.0'},0.87,0.66,0.55,0.90,0.63
0,ZNF835,ENSG00000127903,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in some,,"{'Cardiomyocytes': '3.7', 'Horizontal cells': '5.0', 'Oocytes': '3.7', 'Peritubular cells': '3.6'}",Low cell type specificity,Detected in many,,,0.55,0.47,0.13,0.74,0.26
0,ZNF836,ENSG00000196267,Tissue enhanced,Detected in all,,{'adrenal gland': '28.8'},Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in single,,,0.46,0.45,0.17,0.41,0.70
0,ZNF837,ENSG00000152475,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Distal tubular cells': '9.2'},Low cell type specificity,Detected in many,,,0.51,Not detected,0.19,0.58,0.41
0,ZNF84,ENSG00000198040,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.17,0.25,0.08,0.32,0.08
0,ZNF841,ENSG00000197608,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '18.2', 'Gastric mucus-secreting cells': '21.2', 'Oligodendrocyte precursor cells': '19.3'}",Low cell type specificity,Detected in many,,,0.23,0.36,0.14,0.56,0.34
0,ZNF843,ENSG00000176723,Low tissue specificity,Detected in some,,,Cell type enhanced,Detected in some,,"{'Cardiomyocytes': '4.5', 'Horizontal cells': '3.8'}",Low cell type specificity,Detected in many,,,0.53,0.73,0.16,0.73,0.33
0,ZNF844,ENSG00000223547,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Cone photoreceptor cells': '34.0', 'Rod photoreceptor cells': '49.9'}",Low cell type specificity,Detected in all,,,0.39,0.71,0.15,0.56,0.33
0,ZNF845,ENSG00000213799,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.32,0.26,0.15,0.48,0.31
0,ZNF846,ENSG00000196605,Low tissue specificity,Detected in all,,,Group enriched,Detected in many,4,"{'Early spermatids': '268.9', 'Late spermatids': '98.6', 'Spermatocytes': '146.8'}",Cell type enhanced,Detected in all,,{'central nervous system macrophage': '209.9'},0.28,0.36,0.04,0.64,0.32
0,ZNF85,ENSG00000105750,Low tissue specificity,Detected in many,,,Cell type enriched,Detected in many,8,{'Early spermatids': '174.2'},Low cell type specificity,Detected in all,,,0.50,0.41,0.25,0.70,0.34
0,ZNF850,ENSG00000267041,Tissue enhanced,Detected in some,,{'bone marrow': '5.4'},Cell type enhanced,Detected in many,,"{'Erythroid cells': '6.1', 'Spermatocytes': '6.6'}",Low cell type specificity,Detected in all,,,0.66,0.33,0.13,0.62,0.33
0,ZNF852,ENSG00000178917,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '8.5', 'Oligodendrocytes': '8.6'}",Low cell type specificity,Detected in all,,,0.38,0.59,0.26,0.61,0.12
0,ZNF853,ENSG00000236609,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Bipolar cells': '13.2', 'Cone photoreceptor cells': '11.9', 'Horizontal cells': '12.0', 'Muller glia cells': '11.7'}",Low cell type specificity,Detected in all,,,0.43,Not detected,0.09,0.62,0.33
0,ZNF860,ENSG00000197385,Tissue enhanced,Detected in many,,{'lymphoid tissue': '4.1'},Cell type enhanced,Detected in many,,"{'B-cells': '19.7', 'Syncytiotrophoblasts': '5.1'}",Low cell type specificity,Detected in many,,,0.65,0.93,0.33,0.82,0.54
0,ZNF865,ENSG00000261221,Tissue enhanced,Detected in many,,{'skeletal muscle': '33.7'},Cell type enhanced,Detected in many,,{'Oocytes': '20.6'},Low cell type specificity,Detected in all,,,0.44,Not detected,0.06,0.49,0.27
0,ZNF878,ENSG00000257446,Low tissue specificity,Detected in some,,,Cell type enhanced,Detected in some,,"{'Breast myoepithelial cells': '1.4', 'Cytotrophoblasts': '1.2', 'Lymphatic endothelial cells': '1.7', 'Spermatogonia': '1.0'}",Not detected,Not detected,,,0.66,Not detected,0.43,0.82,Not detected
0,ZNF879,ENSG00000234284,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Spermatocytes': '12.6', 'Spermatogonia': '10.5'}",Low cell type specificity,Detected in all,,,0.42,0.42,0.12,0.60,0.31
0,ZNF880,ENSG00000221923,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.16,0.26,0.13,0.40,0.18
0,ZNF883,ENSG00000228623,Tissue enhanced,Detected in many,,{'retina': '8.1'},Cell type enhanced,Detected in some,,"{'Basal squamous epithelial cells': '3.5', 'Gastric mucus-secreting cells': '4.1', 'Granulosa cells': '3.8', 'Mesothelial cells': '2.9', 'Sertoli cells': '2.7', 'Squamous epithelial cells': '7.4'}",Low cell type specificity,Detected in many,,,0.71,Not detected,0.06,0.87,0.29
0,ZNF888,ENSG00000213793,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Cholangiocytes': '19.1', 'dendritic cells': '28.5', 'Glandular and luminal cells': '32.4'}",Cell type enhanced,Detected in many,,{'central nervous system macrophage': '11.4'},0.45,0.54,0.21,0.68,0.64
0,ZNF891,ENSG00000214029,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'dendritic cells': '48.6', 'Early spermatids': '98.8', 'Rod photoreceptor cells': '37.6'}",Low cell type specificity,Detected in all,,,0.52,0.36,0.15,0.58,0.11
0,ZNF90,ENSG00000213988,Low tissue specificity,Detected in some,,,Cell type enhanced,Detected in many,,"{'Basal prostatic cells': '8.0', 'Cytotrophoblasts': '11.3', 'Extravillous trophoblasts': '12.3'}",Cell type enhanced,Detected in many,,{'central nervous system macrophage': '21.3'},0.55,Not detected,0.44,0.71,0.64
0,ZNF91,ENSG00000167232,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Cardiomyocytes': '193.0', 'Early spermatids': '357.4', 'Late spermatids': '579.4'}",Low cell type specificity,Detected in all,,,0.27,0.30,0.11,0.46,0.08
0,ZNF92,ENSG00000146757,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.45,0.38,0.18,0.42,0.18
0,ZNF93,ENSG00000184635,Low tissue specificity,Detected in many,,,Cell type enriched,Detected in many,8,{'Oocytes': '134.5'},Low cell type specificity,Detected in many,,,0.41,0.37,0.15,0.74,0.30
0,ZNF98,ENSG00000197360,Tissue enhanced,Detected in many,,{'pancreas': '35.9'},Cell type enhanced,Detected in many,,"{'Astrocytes': '32.2', 'Distal tubular cells': '9.2', 'Early spermatids': '17.3', 'Granulosa cells': '12.0', 'Oligodendrocyte precursor cells': '9.9', 'Spermatocytes': '18.3', 'Spermatogonia': '17.3'}",Group enriched,Detected in many,4,"{'astrocyte': '183.2', 'ependymal cell': '48.7'}",0.79,Not detected,0.37,0.83,0.62
0,ZNF99,ENSG00000213973,Tissue enriched,Detected in single,7,{'testis': '1.6'},Cell type enhanced,Detected in some,,"{'Granulosa cells': '4.2', 'Oligodendrocyte precursor cells': '4.7', 'Oocytes': '5.1', 'Sertoli cells': '8.2', 'Spermatocytes': '19.8', 'Spermatogonia': '5.2'}",Cell type enhanced,Detected in many,,{'hippocampal CA4': '7.9'},0.91,Not detected,0.14,0.90,0.64
0,ZSCAN1,ENSG00000152467,Tissue enhanced,Detected in many,,"{'brain': '9.8', 'pituitary gland': '15.5', 'testis': '8.5'}",Cell type enhanced,Detected in many,,"{'Ciliated cells': '12.9', 'Distal tubular cells': '12.3', 'Early spermatids': '31.4', 'Late spermatids': '19.4', 'Spermatocytes': '11.8'}",Cell type enhanced,Detected in many,,{'ependymal cell': '36.7'},0.74,Not detected,0.16,0.82,0.46
0,ZSCAN10,ENSG00000130182,Not detected,Not detected,,,Cell type enhanced,Detected in some,,"{'Cytotrophoblasts': '2.0', 'Oocytes': '2.2'}",Not detected,Not detected,,,Not detected,Not detected,0.21,0.96,Not detected
0,ZSCAN12,ENSG00000158691,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '38.3', 'Spermatocytes': '12.1'}",Low cell type specificity,Detected in all,,,0.32,0.38,0.16,0.70,0.18
0,ZSCAN16,ENSG00000196812,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '65.4'},Low cell type specificity,Detected in many,,,0.27,0.38,0.17,0.64,0.45
0,ZSCAN18,ENSG00000121413,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.24,0.48,0.05,0.35,0.20
0,ZSCAN2,ENSG00000176371,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '23.0', 'Proximal tubular cells': '20.9'}",Low cell type specificity,Detected in all,,,0.38,0.21,0.06,0.58,0.21
0,ZSCAN20,ENSG00000121903,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '13.0', 'Late spermatids': '6.3', 'Microglial cells': '4.5'}",Low cell type specificity,Detected in many,,,0.40,Not detected,0.07,0.78,0.41
0,ZSCAN21,ENSG00000166529,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '44.1'},Low cell type specificity,Detected in all,,,0.17,0.24,0.11,0.55,0.21
0,ZSCAN22,ENSG00000182318,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.35,0.43,0.16,0.59,0.32
0,ZSCAN23,ENSG00000187987,Low tissue specificity,Detected in some,,,Cell type enhanced,Detected in some,,"{'Astrocytes': '13.0', 'Early spermatids': '6.6', 'Excitatory neurons': '19.5', 'Inhibitory neurons': '23.4', 'Oligodendrocyte precursor cells': '16.5', 'Oligodendrocytes': '9.4'}",Low cell type specificity,Detected in all,,,0.62,Not detected,0.25,0.87,0.17
0,ZSCAN25,ENSG00000197037,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '32.8', 'Excitatory neurons': '46.5', 'Inhibitory neurons': '43.1', 'Microglial cells': '31.3', 'Oligodendrocyte precursor cells': '44.8', 'Oligodendrocytes': '41.3'}",Low cell type specificity,Detected in all,,,0.30,0.24,0.07,0.57,0.12
0,ZSCAN26,ENSG00000197062,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '33.1'},Not detected,Not detected,,,0.20,0.17,0.09,0.47,Not detected
0,ZSCAN29,ENSG00000140265,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '73.0', 'Late spermatids': '37.3'}",Low cell type specificity,Detected in all,,,0.31,0.71,0.06,0.57,0.24
0,ZSCAN30,ENSG00000186814,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Oligodendrocytes': '48.5'},Low cell type specificity,Detected in all,,,0.27,0.32,0.08,0.49,0.21
0,ZSCAN31,ENSG00000235109,Low tissue specificity,Detected in all,,,Group enriched,Detected in many,4,"{'Early spermatids': '163.0', 'Late spermatids': '69.8'}",Low cell type specificity,Detected in all,,,0.28,0.80,0.14,0.69,0.39
0,ZSCAN32,ENSG00000140987,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Spermatocytes': '15.9'},Low cell type specificity,Detected in all,,,0.21,0.25,0.07,0.48,0.15
0,ZSCAN4,ENSG00000180532,Tissue enhanced,Detected in single,,{'stomach 1': '2.4'},Cell type enhanced,Detected in some,,"{'Collecting duct cells': '1.9', 'Syncytiotrophoblasts': '1.6'}",Not detected,Not detected,,,0.85,Not detected,0.21,0.91,Not detected
0,ZSCAN5A,ENSG00000131848,Tissue enriched,Detected in all,4,{'testis': '24.4'},Group enriched,Detected in many,5,"{'Early spermatids': '127.3', 'Late spermatids': '96.0'}",Low cell type specificity,Detected in all,,,0.56,0.36,0.16,0.66,0.21
0,ZSCAN5B,ENSG00000197213,Tissue enriched,Detected in single,6,{'testis': '1.7'},Cell type enriched,Detected in some,4,{'Spermatogonia': '7.8'},Not detected,Not detected,,,0.95,Not detected,Not detected,0.98,Not detected
0,ZSCAN5C,ENSG00000204532,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,Not detected,Not detected,Not detected
0,ZSCAN9,ENSG00000137185,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Early spermatids': '27.7'},Low cell type specificity,Detected in many,,,0.17,0.52,0.13,0.47,0.42
0,ZUP1,ENSG00000153975,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '41.2'},Low cell type specificity,Detected in all,,,0.36,0.27,0.18,0.43,0.09
0,ZXDA,ENSG00000198205,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.27,Not detected,0.14,0.48,0.27
0,ZXDB,ENSG00000198455,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Basal keratinocytes': '19.2', 'Suprabasal keratinocytes': '21.5'}",Low cell type specificity,Detected in all,,,0.41,Not detected,0.06,0.52,0.25
0,ZXDC,ENSG00000070476,Tissue enhanced,Detected in all,,{'bone marrow': '39.0'},Cell type enhanced,Detected in many,,"{'Astrocytes': '80.2', 'Oligodendrocyte precursor cells': '63.7', 'Oligodendrocytes': '92.3'}",Low cell type specificity,Detected in all,,,0.43,0.74,0.07,0.49,0.13
0,PATZ1,ENSG00000100105,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.20,0.44,0.08,0.32,0.33
0,ZBTB24,ENSG00000112365,Tissue enhanced,Detected in all,,{'bone marrow': '17.3'},Cell type enhanced,Detected in many,,{'Rod photoreceptor cells': '66.7'},Low cell type specificity,Detected in all,,,0.52,0.56,0.12,0.48,0.30
0,ZNF524,ENSG00000171443,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.35,0.16,0.07,0.36,0.43
0,ZNF653,ENSG00000161914,Tissue enhanced,Detected in all,,{'brain': '30.2'},Cell type enhanced,Detected in many,,"{'Early spermatids': '13.5', 'Late spermatids': '27.0'}",Not detected,Not detected,,,0.44,Not detected,0.20,0.65,Not detected
0,ZNF277,ENSG00000198839,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.21,0.13,0.07,0.27,0.10
0,ZNF512,ENSG00000243943,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Cell type enhanced,Detected in single,,{'leukocyte': '1.0'},0.23,0.27,0.08,0.38,0.78
0,ZEB1,ENSG00000148516,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '201.9', 'Endometrial stromal cells': '276.2', 'Excitatory neurons': '266.9', 'Inhibitory neurons': '250.3', 'Microglial cells': '458.1', 'Oligodendrocyte precursor cells': '908.9'}",Cell type enhanced,Detected in all,,{'pericyte': '2152.7'},0.31,0.44,0.09,0.66,0.25
0,ZEB2,ENSG00000169554,Tissue enhanced,Detected in all,,{'brain': '155.2'},Cell type enhanced,Detected in many,,"{'Inhibitory neurons': '516.1', 'Macrophages': '473.8', 'monocytes': '1475.0', 'NK-cells': '508.4', 'Oligodendrocytes': '1386.4'}",Cell type enhanced,Detected in all,,{'oligodendrocyte': '2287.4'},0.36,0.37,0.11,0.60,0.35
0,ZFHX3,ENSG00000140836,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Basal prostatic cells': '206.3', 'Microglial cells': '272.9'}",Cell type enhanced,Detected in all,,{'vascular associated smooth muscle cell': '3880.9'},0.34,Not detected,0.40,0.40,0.39
0,ZFHX4,ENSG00000091656,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '340.0', 'Bipolar cells': '80.0', 'Early spermatids': '78.4', 'Oligodendrocyte precursor cells': '219.8', 'Oligodendrocytes': '207.2'}",Cell type enhanced,Detected in many,,{'midbrain-derived inhibitory': '455.0'},0.60,Not detected,0.16,0.76,0.46
0,TRERF1,ENSG00000124496,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '93.7', 'Inhibitory neurons': '106.8', 'Microglial cells': '50.1', 'Oligodendrocyte precursor cells': '75.5'}",Low cell type specificity,Detected in all,,,0.42,0.51,0.20,0.64,0.21
0,ZNF541,ENSG00000118156,Tissue enriched,Detected in some,7,{'testis': '20.8'},Cell type enhanced,Detected in some,,"{'Early spermatids': '33.0', 'Late spermatids': '12.6', 'Proximal tubular cells': '21.3', 'Spermatocytes': '36.9', 'Spermatogonia': '8.5'}",Low cell type specificity,Detected in many,,,0.89,Not detected,0.36,0.89,0.42
0,NFYA,ENSG00000001167,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '37.8', 'Late spermatids': '48.8'}",Low cell type specificity,Detected in all,,,0.30,0.21,0.12,0.50,0.29
0,MBNL2,ENSG00000139793,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '314.6', 'Oligodendrocytes': '653.8'}",Low cell type specificity,Detected in all,,,0.22,0.23,0.11,0.43,0.19
0,ZC3H8,ENSG00000144161,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.35,0.52,0.14,0.26,0.13
0,ZGPAT,ENSG00000197114,Tissue enriched,Detected in all,5,{'liver': '120.6'},Cell type enhanced,Detected in some,,"{'B-cells': '9.6', 'Basal squamous epithelial cells': '12.2', 'Gastric mucus-secreting cells': '14.7', 'Mesothelial cells': '10.4', 'Microglial cells': '8.1', 'Plasma cells': '21.0', 'Squamous epithelial cells': '11.4'}",Low cell type specificity,Detected in all,,,0.47,0.08,0.08,0.80,0.18
0,CENPB,ENSG00000125817,Tissue enhanced,Detected in all,,{'brain': '167.9'},Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.33,0.31,0.09,0.34,0.32
0,JRK,ENSG00000234616,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.29,0.33,0.08,0.45,0.11
0,JRKL,ENSG00000183340,Low tissue specificity,Detected in all,,,Group enriched,Detected in many,6,"{'Early spermatids': '176.7', 'Late spermatids': '76.2'}",Low cell type specificity,Detected in all,,,0.20,0.29,0.10,0.61,0.23
